igralec,ekipa,passing_yards,passing_td,passing_att,passing_cmp,passing_int,sacks,rushing_yards,rushing_td,rushing_att,fumbles,receiving_yards,receiving_td,receptions,targets,def_interceptions,def_sacks,pozicija,starost,tekme
Najee Harris,LAC,0,0,0,0,0,0,61,0,15,0,25,0,3,3,0,0,RB,27,3
Nakobe Dean,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,25,10
Naquan Jones,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,27,12
Nate Adkins,DEN,0,0,0,0,0,0,0,0,0,0,48,1,6,11,0,0,TE,26,9
Nate Hobbs,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,26,11
Nate Wiggins,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,CB,22,17
Nathan Carter,ATL,0,0,0,0,0,0,60,0,9,1,0,0,0,0,0,0,RB,23,7
Nathan Landman,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LB,27,17
Nathan Shepherd,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,32,16
Natrone Brooks,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,26,17
Nazeeh Johnson,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,27,2
Nazir Stackhouse,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,23,13
Nehemiah Pritchett,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,24,17
Neville Gallimore,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,28,17
Neville Hewitt,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,32,15
Nic Jones,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,24,13
Nic Scourton,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,21,17
Nick Bellore,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,36,16
Nick Bolton,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LB,25,17
Nick Bosa,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,28,3
Nick Chubb,HOU,0,0,0,0,0,0,506,3,122,0,67,0,13,20,0,0,RB,30,15
Nick Cross,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,24,17
Nick Emmanwori,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,21,14
Nick Hampton,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,25,12
Nick Herbig,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LB,24,15
Nick Jackson,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,24,3
Nick Kallerup,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TE,24,9
Nick Martin,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,23,7
Nick McCloud,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,27,15
Nick Mullens,JAX,19,0,3,3,0,0,-8,0,12,0,0,0,0,0,0,0,QB,30,5
Nick Niemann,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,28,7
Nick Scott,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FS,30,17
Nick Westbrook-Ikhine,MIA,0,0,0,0,0,0,0,0,0,0,89,0,11,20,0,0,WR,28,15
Nick Whiteside,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,25,9
Nico Collins,HOU,0,0,0,0,0,0,15,1,2,1,1117,6,71,120,0,0,WR,26,15
Nik Bonitto,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,26,17
Nikko Reed,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,22,5
Nikko Remigio,KAN,0,0,0,0,0,0,11,0,1,2,21,0,1,1,0,0,WR,26,14
Nikola Kalinic,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TE,28,2
Nnamdi Madubuike,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,28,2
Noah Brown,WAS,0,0,0,0,0,0,0,0,0,0,83,0,5,10,0,0,WR,29,4
Noah Fant,CIN,0,0,0,0,0,0,0,0,0,3,288,3,34,41,0,0,TE,28,15
Noah Gray,KAN,0,0,0,0,0,0,0,0,0,0,178,0,21,37,0,0,TE,26,16
Noah Igbinoghene,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,26,15
Noah Sewell,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,23,13
Nohl Williams,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,23,17
Nolan Smith,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,24,12
Nyheim Hines,LAC,0,0,0,0,0,0,-2,0,2,0,0,0,0,0,0,0,RB,29,3
Odafe Oweh,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,27,17
Olamide Zaccheaus,CHI,0,0,0,0,0,0,25,0,4,0,313,2,39,65,0,0,WR,28,16
Ollie Gordon,MIA,0,0,0,0,0,0,199,3,70,0,32,1,7,9,0,0,RB,21,17
Oluwafemi Oladejo,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,22,6
Omar Speights,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,24,16
Omarion Hampton,LAC,0,0,0,0,0,0,545,4,124,1,192,1,32,35,0,0,RB,22,9
Omarr Norman-Lott,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,23,5
Oren Burks,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,30,17
Orlando Brown Jr.,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OT,29,17
Oronde Gadsden II,LAC,0,0,0,0,0,0,0,0,0,1,664,3,49,69,0,0,TE,22,15
Osa Odighizuwa,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,27,17
Otito Ogbonnia,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,25,9
Owen Pappoe,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,25,17
Owen Wright,TAM,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,RB,26,3
P.J. Locke,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,28,16
PJ Jules,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,24,14
PJ Mustipher,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,26,15
Parker Washington,JAX,0,0,0,0,0,0,0,0,7,2,847,5,58,95,0,0,WR,23,16
Parris Campbell,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,28,1
Parry Nickerson,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,31,5
Pat Bryant,DEN,0,0,0,0,0,0,0,0,0,0,378,1,31,49,0,0,WR,23,15
Pat Freiermuth,PIT,0,0,0,0,0,0,0,0,0,0,486,4,41,54,0,0,TE,27,17
Pat O'Connor,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,32,8
Patrick Johnson,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,27,9
Patrick Jones II,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,27,4
Patrick Mahomes,KAN,3587,22,502,315,11,34,422,5,64,3,-10,0,1,1,0,0,QB,30,14
Patrick O'Connell,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,27,9
Patrick Paul,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OT,24,17
Patrick Queen,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,26,17
Patrick Ricard,BAL,0,0,0,0,0,0,3,0,1,0,8,0,1,2,0,0,FB,31,11
Patrick Surtain II,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,25,14
Paulson Adebo,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,26,12
Payne Durham,TAM,0,0,0,0,0,0,0,0,0,0,11,0,1,4,0,0,TE,25,17
Payton Page,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,23,4
Payton Wilson,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LB,25,17
Percy Butler,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,25,16
Perrion Winfrey,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,25,1
Pete Werner,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,26,17
Peter Skoronski,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,24,17
Pharaoh Brown,ARI,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,TE,31,7
Phidarian Mathis,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,27,6
Phil Mafah,DAL,0,0,0,0,0,0,18,1,5,0,11,0,2,2,0,0,RB,23,1
Philip Rivers,IND,544,4,92,58,3,5,-1,0,2,2,0,0,0,0,0,0,QB,44,3
Poona Ford,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NT,30,17
Preston Smith,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,33,13
Princely Umanmielen,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,23,16
Princeton Fant,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26,1
Puka Nacua,LAR,0,0,0,0,0,0,105,1,10,1,1715,10,129,166,0,0,WR,24,16
Quan Martin,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,25,17
Quandarrius Robinson,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,24,6
Quandre Diggs,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FS,32,9
Quay Walker,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,25,14
Quentin Johnston,LAC,0,0,0,0,0,0,7,0,2,1,735,8,51,84,0,0,WR,24,14
Quentin Lake,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,26,10
Quentin Skinner,NYJ,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,0,WR,24,1
Quincy Riley,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,24,17
Quincy Williams,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,29,13
Quinn Ewers,MIA,622,3,83,55,3,8,19,0,8,3,-6,0,1,1,0,0,QB,22,4
Quinnen Williams,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DT,28,15
Quinshon Judkins,CLE,0,0,0,0,0,0,827,7,230,0,171,0,26,36,0,0,RB,22,14
Quintin Morris,JAX,0,0,0,0,0,0,0,0,0,0,55,1,6,9,0,0,TE,26,14
Quinton Bell,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,29,7
Quinton Bohanna,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,26,6
Quinyon Mitchell,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,24,16
Qwan'tez Stiggers,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,23,15
R.J. Mickens,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,S,24,12
RJ Harvey,DEN,0,0,1,0,0,0,540,7,146,1,356,5,47,58,0,0,RB,24,17
Rachaad White,TAM,0,0,0,0,0,0,572,4,132,0,218,0,40,45,0,0,RB,26,17
Raheem Layne,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,26,3
Raheem Mostert,LVR,0,0,0,0,0,0,104,0,22,0,70,0,12,12,0,0,RB,33,12
Raheim Sanders,CLE,0,0,0,0,0,0,92,1,27,0,21,0,3,4,0,0,RB,23,4
Rakeem Nunez-Roches,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,32,9
Rashad Wisdom,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,24,3
Rashan Gary,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,28,16
Rashee Rice,KAN,0,0,0,0,0,0,20,1,5,2,571,5,53,78,0,0,WR,25,8
Rasheed Walker,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,25,17
Rasheen Ali,BAL,0,0,0,0,0,0,24,0,7,0,68,1,9,11,0,0,RB,24,15
Rashid Shaheed,2TM,0,0,0,0,0,0,69,0,9,2,687,2,59,92,0,0,WR,27,18
Rashod Bateman,BAL,0,0,0,0,0,0,0,0,0,0,224,2,19,38,0,0,WR,26,13
Rasul Douglas,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,CB,30,15
Ray Davis,BUF,0,0,0,0,0,0,275,0,58,0,86,2,10,13,0,0,RB,26,17
Ray-Ray McCloud,2TM,0,0,0,0,0,0,0,0,0,0,69,0,7,15,0,0,WR,29,6
Rayshawn Jenkins,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,31,17
Rayuan Lane,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,22,17
Reddy Steward,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,24,17
Reed Blankenship,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,S,26,16
Reese Taylor,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,26,4
Reggie Gilliam,BUF,0,0,0,0,0,0,4,0,2,0,24,0,2,2,0,0,FB,28,17
Renardo Green,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,25,14
Reuben Lowery,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,23,3
Rex Sunahara,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,29,17
Rhamondre Stevenson,NWE,0,0,0,0,0,0,603,7,130,3,345,2,32,37,0,0,RB,27,14
Richie Grant,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,28,1
Ricky Barber,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,24,2
Ricky Pearsall,SFO,0,0,0,0,0,0,-2,0,2,0,528,0,36,53,0,0,WR,25,9
Rico Dowdle,CAR,0,0,0,0,0,0,1076,6,236,2,297,1,39,50,0,0,RB,27,17
Rico Payton,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,26,9
Rigoberto Sanchez,IND,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,P,31,17
Riley Leonard,IND,415,2,67,39,3,2,27,2,6,2,-3,0,0,0,0,0,QB,23,5
Riley Moss,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,25,17
Riley Patterson,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K,26,17
Riq Woolen,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,26,16
Robbie Chosen,WAS,0,0,0,0,0,0,0,0,0,0,53,0,5,9,0,0,WR,32,3
Robert Beal,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,26,7
Robert Rochell,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,27,6
Robert Spillane,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,LB,30,13
Robert Tonyan,KAN,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,TE,31,17
Rock Ya-Sin,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,29,17
Rodney Thomas II,IND,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,S,27,17
Roger McCreary,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,25,14
Roman Wilson,PIT,0,0,0,0,0,0,0,0,0,1,166,2,12,21,0,0,WR,24,13
Rome Odunze,CHI,0,0,0,0,0,0,0,0,0,0,661,6,44,90,0,0,WR,23,12
Romeo Doubs,GNB,0,0,0,0,0,0,0,0,0,1,724,6,55,85,0,0,WR,25,16
Ronnie Bell,NOR,0,0,0,0,0,0,0,0,0,0,23,1,2,4,0,0,WR,25,2
Ronnie Harrison,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,28,10
Ronnie Hickman,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,S,24,17
Ronnie Rivers,LAR,0,0,0,0,0,0,46,0,9,0,0,0,0,0,0,0,RB,26,11
Roquan Smith,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,28,15
Roschon Johnson,CHI,0,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,RB,24,7
Ross Dwelley,DET,0,0,0,0,0,0,0,0,0,0,7,0,2,5,0,0,TE,30,11
Ross Matiscik,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,29,17
Roy Lopez,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,28,17
Roy Robertson-Harris,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,32,17
Ruben Hyppolite,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,24,7
Ruke Orhorhoro,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,24,17
Russell Wilson,NYG,831,3,119,69,3,10,106,0,18,3,0,0,0,0,0,0,QB,37,6
Ryan Fitzgerald,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K,25,17
Ryan Flournoy,DAL,0,0,0,0,0,0,25,0,4,0,475,4,40,56,0,0,WR,26,16
Ryan Miller,TAM,0,0,0,0,0,0,0,0,0,0,34,1,2,4,0,0,WR,25,13
Ryan Neuzil,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,28,17
Rylie Mills,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,24,4
Sai'vion Jones,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,22,3
Sal Cannella,CLE,0,0,0,0,0,0,0,0,0,0,11,0,2,5,0,0,TE,29,2
Sam Darnold,SEA,4048,25,477,323,14,27,95,0,35,11,0,0,0,0,0,0,QB,28,17
Sam Franklin,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,29,17
Sam Kamara,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,28,4
Sam LaPorta,DET,0,0,0,0,0,0,0,0,0,0,489,3,40,49,0,0,TE,24,9
Sam Martin,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,35,17
Sam Okuayinonu,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,27,15
Sam Roberts,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,27,5
Sam Webb,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,27,7
Sam Williams,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,26,17
Samaje Perine,CIN,0,0,0,0,0,0,382,3,84,3,87,0,17,21,0,0,RB,30,15
Samori Toure,NOR,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,WR,27,1
Samson Ebukam,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,30,14
Samuel Womack,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,26,6
Sanoussi Kane,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,24,9
Saquon Barkley,PHI,0,0,0,0,0,0,1140,7,280,1,273,2,37,50,0,0,RB,28,16
Sauce Gardner,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,24,11
Savion Williams,GNB,0,0,0,0,0,0,37,0,11,1,78,1,10,10,0,0,WR,24,12
Scott Daly,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,31,17
Scott Matlock,LAC,0,0,0,0,0,0,0,0,0,0,12,1,4,4,0,0,FB,25,16
Scotty Miller,PIT,0,0,0,0,0,0,0,0,0,0,62,0,9,14,0,0,WR,28,13
Sean Rhyan,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,25,17
Sean Tucker,TAM,0,0,0,0,0,0,320,7,86,2,34,1,8,11,0,0,RB,24,17
Sebastian Castro,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,25,9
Sebastian Joseph-Day,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,30,17
Segun Olubi,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,26,17
Shaka Heyward,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,25,12
Shane Buechele,KAN,88,0,14,7,0,5,4,0,1,0,0,0,0,0,0,0,QB,27,1
Shane Zylstra,DET,0,0,0,0,0,0,0,0,0,0,20,0,3,5,0,0,TE,29,6
Shaq Thompson,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OLB,31,12
Shaquill Griffin,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,30,2
Shaun Dolac,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,24,17
Shavon Revel,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,24,7
Shedeur Sanders,CLE,1400,7,212,120,10,23,169,1,21,2,0,0,0,0,0,0,QB,23,8
Shedrick Jackson,LVR,0,0,0,0,0,0,3,0,1,0,56,1,4,5,0,0,WR,26,5
Shelby Harris,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,34,17
Sheldon Day,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,31,10
Sheldon Rankins,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,31,17
Shemar Bartholomew,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,25,1
Shemar James,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,21,14
Shemar Stewart,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,22,8
Shemar Turner,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,22,5
Shy Tuttle,2TM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,30,12
Simi Fehoko,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,28,8
Sione Takitaki,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,30,3
Sione Vaki,DET,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,RB,24,11
SirVocea Dennis,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LB,25,16
Siran Neal,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,31,17
Skyy Moore,SFO,0,0,0,0,0,0,11,0,2,1,87,0,5,7,0,0,WR,25,17
Smael Mondon,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,22,17
Solomon Thomas,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,30,16
Spencer Anderson,PIT,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,OL,25,17
Spencer Brown,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,27,14
Spencer Rattler,NOR,1586,8,257,174,5,18,167,0,31,4,0,0,1,2,0,0,QB,25,9
Stefon Diggs,NWE,0,0,0,0,0,0,0,0,0,0,1013,4,85,102,0,0,WR,32,17
Sterling Shepard,TAM,0,0,0,0,0,0,19,0,4,1,371,1,39,53,0,0,WR,32,13
Steven Sims,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,WR,28,3
Stone Forsythe,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,28,17
Stone Smartt,NYJ,0,0,0,0,0,0,0,0,0,0,52,0,7,9,0,0,TE,27,15
Storm Duck,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,25,2
Swayze Bozeman,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,27,6
Sydney Brown,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,25,17
T'Vondre Sweat,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NT,24,12
T.J. Edwards,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,LB,29,10
T.J. Hockenson,MIN,0,0,0,0,0,0,0,0,1,0,438,3,51,66,0,0,TE,28,15
T.J. Maguranyanga,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,23,1
T.J. Sanders,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,22,12
T.J. Tampa,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CB,23,17
T.J. Watt,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,LB,31,14
Ta'Quon Graham,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,27,2
Tahj Brooks,CIN,0,0,0,0,0,0,45,0,16,0,9,0,1,2,0,0,RB,23,16
Tahj Washington,MIA,0,0,0,0,0,0,0,0,0,1,37,0,3,5,0,0,WR,24,6
Tai Felton,MIN,0,0,0,0,0,0,0,0,0,0,25,0,3,3,0,0,WR,22,17
Taki Taimani,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,26,2
Talanoa Hufanga,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,26,17
Tank Bigsby,2TM,0,0,0,0,0,0,356,2,63,0,32,0,3,4,0,0,RB,24,17
Tank Bigsby,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RB,24,16
Tanner Conner,MIA,0,0,0,0,0,0,0,0,0,0,91,0,9,15,0,0,TE,27,9
Tanner Hudson,CIN,0,0,0,0,0,0,0,0,0,0,168,2,19,24,0,0,TE,31,15
Tanner Ingle,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,26,3
Tanner McKee,PHI,274,1,43,24,1,3,8,0,8,0,0,0,0,0,0,0,QB,25,4
Tanoh Kpassagnon,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,31,4
Tanor Bortolini,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,23,16
Tarheeb Still,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,23,15
Taron Johnson,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,29,13
Tatum Bethune,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LB,24,14
Taven Bryan,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,29,5
Tavierre Thomas,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,29,17
